"Type","Subpopulation","Indicator","Statistic","NResp","Estimate","StdError","LCB95Pct","UCB95Pct"
"WSA9_by_Lake_Origin","SPL_MAN_MADE","vert","Std. Deviation",71,1.37273750387517,"0.311196013361454",0.762804525554271,1.98267048219606
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","5Pct",7,0,"",0,0
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","10Pct",7,0,"",0,0
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","25Pct",7,0,"",0,0.26678791235962
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","50Pct",7,0,"",0,0.483919220738693
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","75Pct",9,0.318348440475041,"",0.266345800285582,0.677942360278954
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","90Pct",12,0.67009127534454,"",0.279744189477597,0.68
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","95Pct",12,0.67504563767227,"",0.483164994348898,0.68
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","Mean",13,0.22200060313363,"0.0671952448704824",0.0903003432551346,0.353700863012125
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","Variance",13,0.0651912018299189,"0.0175021641259214",0.030887590491604,0.0994948131682339
"WSA9_by_Lake_Origin","SPL_NATURAL","vert","Std. Deviation",13,0.255325677968196,"0.0342741949521065",0.188149490262963,0.322501865673429
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","5Pct",46,0,"",0,0
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","10Pct",46,0,"",0,0
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","25Pct",46,0,"",0,0
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","50Pct",46,0,"",0,0.0265066194240543
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","75Pct",56,0.4218806207453,"",0.00688055910963968,0.497581265984316
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","90Pct",64,0.681988086758115,"",0.485389438118067,2.36818913823623
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","95Pct",70,2.12567090911093,"",0.537320970547549,3
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","Mean",73,0.289622895554797,"0.0827903735310654",0.127356745167291,0.451889045942303
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","Variance",73,0.385171667050305,"0.162827501468655",0.0660356284790994,0.704307705621511
"WSA9_by_Lake_Origin","TPL_MAN_MADE","vert","Std. Deviation",73,0.620622000133983,"0.131180897094772",0.363512166368575,0.87773183389939
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","5Pct",51,0,"",0,0
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","10Pct",51,0,"",0,0
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","25Pct",51,0,"",0,0
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","50Pct",51,0,"",0,0
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","75Pct",51,0,"",0,0.0898431741195633
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","90Pct",56,0.0888794730644204,"",0,0.84
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","95Pct",56,0.0897956897376109,"",0,0.84
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","Mean",63,0.0350417811820447,"0.0136103784872882",0.00836592953100109,0.0617176328330883
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","Variance",63,0.0153780067152523,"0.00780928032958025",7.20985240978793e-05,0.0306839149064066
"WSA9_by_Lake_Origin","TPL_NATURAL","vert","Std. Deviation",63,0.124008091329769,"0.0314869789779016",0.0622947465511118,0.185721436108426
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","5Pct",8,0,"",0,0
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","10Pct",8,0,"",0,0
"WSA9_by_Lake_Origin","UMW_MAN_MADE","vert","25Pct",8,0,"",0,0
